Group,Subgroup,Week Date,Depression Value,Total Cases,Total Deaths,Total Tests,Positive Rate
By State,North Dakota,2020-12-07,28.9,15129267.0,287145.0,215815771.0,0.114
By State,Wisconsin,2020-12-07,30.1,15129267.0,287145.0,215815771.0,0.114
By State,Connecticut,2020-12-07,41.6,15129267.0,287145.0,215815771.0,0.114
By State,Alabama,2020-12-21,44.0,18190799.0,324656.0,241154884.0,0.121
By State,Connecticut,2020-12-21,40.8,18190799.0,324656.0,241154884.0,0.121
By State,Alaska,2020-12-21,44.1,18190799.0,324656.0,241154884.0,0.121
By State,Texas,2020-12-21,38.0,18190799.0,324656.0,241154884.0,0.121
By State,Wisconsin,2020-12-21,35.4,18190799.0,324656.0,241154884.0,0.121
By State,West Virginia,2020-12-21,39.5,18190799.0,324656.0,241154884.0,0.121
By State,Washington,2020-12-21,36.8,18190799.0,324656.0,241154884.0,0.121
By State,Virginia,2020-12-21,35.9,18190799.0,324656.0,241154884.0,0.121
By State,Utah,2020-12-21,34.6,18190799.0,324656.0,241154884.0,0.121
By State,Tennessee,2020-12-21,36.2,18190799.0,324656.0,241154884.0,0.121
By State,South Dakota,2020-12-21,28.3,18190799.0,324656.0,241154884.0,0.121
By State,Delaware,2020-12-21,39.9,18190799.0,324656.0,241154884.0,0.121
By State,Wyoming,2020-12-21,33.6,18190799.0,324656.0,241154884.0,0.121
By State,Florida,2020-12-21,41.5,18190799.0,324656.0,241154884.0,0.121
By State,Wyoming,2020-12-21,39.0,18190799.0,324656.0,241154884.0,0.121
By State,Hawaii,2020-12-21,37.6,18190799.0,324656.0,241154884.0,0.121
By State,South Carolina,2020-12-21,37.2,18190799.0,324656.0,241154884.0,0.121
By State,West Virginia,2020-12-21,48.1,18190799.0,324656.0,241154884.0,0.121
By State,Washington,2020-12-21,42.4,18190799.0,324656.0,241154884.0,0.121
By State,Vermont,2020-12-21,41.1,18190799.0,324656.0,241154884.0,0.121
By State,Utah,2020-12-21,40.6,18190799.0,324656.0,241154884.0,0.121
By State,Texas,2020-12-21,43.2,18190799.0,324656.0,241154884.0,0.121
By State,Tennessee,2020-12-21,41.0,18190799.0,324656.0,241154884.0,0.121
By State,Pennsylvania,2020-12-21,39.7,18190799.0,324656.0,241154884.0,0.121
By State,Oklahoma,2020-12-21,48.8,18190799.0,324656.0,241154884.0,0.121
By State,New Jersey,2020-12-21,41.4,18190799.0,324656.0,241154884.0,0.121
By State,New Hampshire,2020-12-21,39.5,18190799.0,324656.0,241154884.0,0.121
By State,Montana,2020-12-21,40.7,18190799.0,324656.0,241154884.0,0.121
By State,Mississippi,2020-12-21,45.9,18190799.0,324656.0,241154884.0,0.121
By State,Minnesota,2020-12-21,36.6,18190799.0,324656.0,241154884.0,0.121
By State,Michigan,2020-12-21,45.6,18190799.0,324656.0,241154884.0,0.121
By State,Massachusetts,2020-12-21,42.8,18190799.0,324656.0,241154884.0,0.121
By State,Louisiana,2020-12-21,50.0,18190799.0,324656.0,241154884.0,0.121
By State,Kentucky,2020-12-21,43.9,18190799.0,324656.0,241154884.0,0.121
By State,Iowa,2020-12-21,39.5,18190799.0,324656.0,241154884.0,0.121
By State,Georgia,2020-12-21,45.7,18190799.0,324656.0,241154884.0,0.121
By State,Rhode Island,2020-12-21,32.9,18190799.0,324656.0,241154884.0,0.121
By State,Minnesota,2020-12-21,31.7,18190799.0,324656.0,241154884.0,0.121
By State,Oregon,2020-12-21,41.6,18190799.0,324656.0,241154884.0,0.121
By State,South Carolina,2020-12-21,27.0,18190799.0,324656.0,241154884.0,0.121
By State,Rhode Island,2020-12-21,22.4,18190799.0,324656.0,241154884.0,0.121
By State,Pennsylvania,2020-12-21,27.3,18190799.0,324656.0,241154884.0,0.121
By State,North Dakota,2020-12-21,21.6,18190799.0,324656.0,241154884.0,0.121
By State,New Jersey,2020-12-21,28.7,18190799.0,324656.0,241154884.0,0.121
By State,New Hampshire,2020-12-21,23.8,18190799.0,324656.0,241154884.0,0.121
By State,Nevada,2020-12-21,35.3,18190799.0,324656.0,241154884.0,0.121
By State,Montana,2020-12-21,29.5,18190799.0,324656.0,241154884.0,0.121
By State,Missouri,2020-12-21,29.0,18190799.0,324656.0,241154884.0,0.121
By State,Mississippi,2020-12-21,36.5,18190799.0,324656.0,241154884.0,0.121
By State,Minnesota,2020-12-21,25.2,18190799.0,324656.0,241154884.0,0.121
By State,Michigan,2020-12-21,33.1,18190799.0,324656.0,241154884.0,0.121
By State,Massachusetts,2020-12-21,29.6,18190799.0,324656.0,241154884.0,0.121
By State,Maine,2020-12-21,23.7,18190799.0,324656.0,241154884.0,0.121
By State,Louisiana,2020-12-21,39.4,18190799.0,324656.0,241154884.0,0.121
By State,Kentucky,2020-12-21,33.4,18190799.0,324656.0,241154884.0,0.121
By State,Kansas,2020-12-21,30.6,18190799.0,324656.0,241154884.0,0.121
By State,Iowa,2020-12-21,29.9,18190799.0,324656.0,241154884.0,0.121
By State,Illinois,2020-12-21,25.5,18190799.0,324656.0,241154884.0,0.121
By State,Idaho,2020-12-21,31.1,18190799.0,324656.0,241154884.0,0.121
By State,Georgia,2020-12-21,31.2,18190799.0,324656.0,241154884.0,0.121
By State,Florida,2020-12-21,28.1,18190799.0,324656.0,241154884.0,0.121
By State,District of Columbia,2020-12-21,22.6,18190799.0,324656.0,241154884.0,0.121
By State,Connecticut,2020-12-21,29.0,18190799.0,324656.0,241154884.0,0.121
By State,Colorado,2020-12-21,30.3,18190799.0,324656.0,241154884.0,0.121
By State,California,2020-12-21,31.4,18190799.0,324656.0,241154884.0,0.121
By State,Arizona,2020-12-21,32.7,18190799.0,324656.0,241154884.0,0.121
By State,Alaska,2020-12-21,32.0,18190799.0,324656.0,241154884.0,0.121
By State,Alabama,2020-12-21,35.1,18190799.0,324656.0,241154884.0,0.121
By State,South Dakota,2020-12-21,21.1,18190799.0,324656.0,241154884.0,0.121
By State,Pennsylvania,2020-12-21,34.1,18190799.0,324656.0,241154884.0,0.121
By State,Tennessee,2020-12-21,32.3,18190799.0,324656.0,241154884.0,0.121
By State,Vermont,2020-12-21,25.7,18190799.0,324656.0,241154884.0,0.121
By State,Oklahoma,2020-12-21,44.2,18190799.0,324656.0,241154884.0,0.121
By State,Ohio,2020-12-21,38.1,18190799.0,324656.0,241154884.0,0.121
By State,North Dakota,2020-12-21,27.4,18190799.0,324656.0,241154884.0,0.121
By State,New York,2020-12-21,33.3,18190799.0,324656.0,241154884.0,0.121
By State,New Mexico,2020-12-21,42.4,18190799.0,324656.0,241154884.0,0.121
By State,New Jersey,2020-12-21,34.8,18190799.0,324656.0,241154884.0,0.121
By State,Nevada,2020-12-21,39.5,18190799.0,324656.0,241154884.0,0.121
By State,Nebraska,2020-12-21,27.9,18190799.0,324656.0,241154884.0,0.121
By State,Missouri,2020-12-21,35.7,18190799.0,324656.0,241154884.0,0.121
By State,Mississippi,2020-12-21,35.3,18190799.0,324656.0,241154884.0,0.121
By State,Michigan,2020-12-21,40.7,18190799.0,324656.0,241154884.0,0.121
By State,Maryland,2020-12-21,34.7,18190799.0,324656.0,241154884.0,0.121
By State,Louisiana,2020-12-21,45.5,18190799.0,324656.0,241154884.0,0.121
By State,Kentucky,2020-12-21,37.9,18190799.0,324656.0,241154884.0,0.121
By State,Iowa,2020-12-21,34.5,18190799.0,324656.0,241154884.0,0.121
By State,Indiana,2020-12-21,34.2,18190799.0,324656.0,241154884.0,0.121
By State,Hawaii,2020-12-21,29.8,18190799.0,324656.0,241154884.0,0.121
By State,Georgia,2020-12-21,40.3,18190799.0,324656.0,241154884.0,0.121
By State,District of Columbia,2020-12-21,34.4,18190799.0,324656.0,241154884.0,0.121
By State,Delaware,2020-12-21,35.3,18190799.0,324656.0,241154884.0,0.121
By State,Connecticut,2020-12-21,35.6,18190799.0,324656.0,241154884.0,0.121
By State,California,2020-12-21,38.9,18190799.0,324656.0,241154884.0,0.121
By State,Arkansas,2020-12-21,38.5,18190799.0,324656.0,241154884.0,0.121
By State,Arizona,2020-12-21,34.7,18190799.0,324656.0,241154884.0,0.121
By State,Alaska,2020-12-21,37.7,18190799.0,324656.0,241154884.0,0.121
By State,Wyoming,2020-12-21,24.7,18190799.0,324656.0,241154884.0,0.121
By State,West Virginia,2020-12-21,37.0,18190799.0,324656.0,241154884.0,0.121
By State,Washington,2020-12-21,31.2,18190799.0,324656.0,241154884.0,0.121
By State,Virginia,2020-12-21,28.1,18190799.0,324656.0,241154884.0,0.121
By State,Texas,2020-12-21,31.8,18190799.0,324656.0,241154884.0,0.121
By State,Oregon,2020-12-21,33.4,18190799.0,324656.0,241154884.0,0.121
By State,Idaho,2020-12-21,37.9,18190799.0,324656.0,241154884.0,0.121
By Age,40 - 49 years,2020-12-21,31.5,18190799.0,324656.0,241154884.0,0.121
By Sex,Male,2020-12-21,37.9,18190799.0,324656.0,241154884.0,0.121
By Sex,Female,2020-12-21,41.1,18190799.0,324656.0,241154884.0,0.121
By Sex,Male,2020-12-21,32.2,18190799.0,324656.0,241154884.0,0.121
By Sex,Female,2020-12-21,32.3,18190799.0,324656.0,241154884.0,0.121
By Sex,Male,2020-12-21,27.9,18190799.0,324656.0,241154884.0,0.121
By Age,18 - 29 years,2020-12-21,48.1,18190799.0,324656.0,241154884.0,0.121
By Sex,Female,2020-12-21,46.5,18190799.0,324656.0,241154884.0,0.121
By Age,40 - 49 years,2020-12-21,40.0,18190799.0,324656.0,241154884.0,0.121
By Age,60 - 69 years,2020-12-21,28.6,18190799.0,324656.0,241154884.0,0.121
By Age,70 - 79 years,2020-12-21,21.5,18190799.0,324656.0,241154884.0,0.121
By Age,80 years and above,2020-12-21,22.5,18190799.0,324656.0,241154884.0,0.121
By Age,18 - 29 years,2020-12-21,56.2,18190799.0,324656.0,241154884.0,0.121
By Age,30 - 39 years,2020-12-21,49.1,18190799.0,324656.0,241154884.0,0.121
By Age,40 - 49 years,2020-12-21,45.1,18190799.0,324656.0,241154884.0,0.121
By Age,50 - 59 years,2020-12-21,36.2,18190799.0,324656.0,241154884.0,0.121
By Age,70 - 79 years,2020-12-21,18.4,18190799.0,324656.0,241154884.0,0.121
By Age,80 years and above,2020-12-21,28.3,18190799.0,324656.0,241154884.0,0.121
By Age,30 - 39 years,2020-12-21,34.9,18190799.0,324656.0,241154884.0,0.121
By Age,60 - 69 years,2020-12-21,33.6,18190799.0,324656.0,241154884.0,0.121
By Age,18 - 29 years,2020-12-21,43.6,18190799.0,324656.0,241154884.0,0.121
By State,Arkansas,2021-01-18,28.8,24221315.0,406566.0,287624834.0,0.12
By State,Colorado,2021-01-18,29.1,24221315.0,406566.0,287624834.0,0.12
By State,District of Columbia,2021-01-18,23.0,24221315.0,406566.0,287624834.0,0.12
By State,Florida,2021-01-18,26.0,24221315.0,406566.0,287624834.0,0.12
By State,Georgia,2021-01-18,28.8,24221315.0,406566.0,287624834.0,0.12
By State,Alaska,2021-01-18,28.4,24221315.0,406566.0,287624834.0,0.12
By State,Hawaii,2021-01-18,28.2,24221315.0,406566.0,287624834.0,0.12
By State,Idaho,2021-01-18,27.5,24221315.0,406566.0,287624834.0,0.12
By State,Illinois,2021-01-18,26.5,24221315.0,406566.0,287624834.0,0.12
By State,Indiana,2021-01-18,26.4,24221315.0,406566.0,287624834.0,0.12
By State,Iowa,2021-01-18,28.0,24221315.0,406566.0,287624834.0,0.12
By State,Kansas,2021-01-18,25.5,24221315.0,406566.0,287624834.0,0.12
By State,Kentucky,2021-01-18,29.6,24221315.0,406566.0,287624834.0,0.12
By State,Arizona,2021-01-18,26.9,24221315.0,406566.0,287624834.0,0.12
By Age,70 - 79 years,2021-01-18,22.3,24221315.0,406566.0,287624834.0,0.12
By Age,40 - 49 years,2021-01-18,29.1,24221315.0,406566.0,287624834.0,0.12
By Age,30 - 39 years,2021-01-18,31.9,24221315.0,406566.0,287624834.0,0.12
By State,Minnesota,2021-01-18,33.6,24221315.0,406566.0,287624834.0,0.12
By State,Massachusetts,2021-01-18,38.4,24221315.0,406566.0,287624834.0,0.12
By State,Maine,2021-01-18,40.6,24221315.0,406566.0,287624834.0,0.12
By State,Louisiana,2021-01-18,43.5,24221315.0,406566.0,287624834.0,0.12
By State,Kentucky,2021-01-18,40.4,24221315.0,406566.0,287624834.0,0.12
By State,Kansas,2021-01-18,38.7,24221315.0,406566.0,287624834.0,0.12
By State,Iowa,2021-01-18,36.3,24221315.0,406566.0,287624834.0,0.12
By State,Indiana,2021-01-18,38.7,24221315.0,406566.0,287624834.0,0.12
By State,Hawaii,2021-01-18,38.1,24221315.0,406566.0,287624834.0,0.12
By State,Georgia,2021-01-18,43.3,24221315.0,406566.0,287624834.0,0.12
By State,Florida,2021-01-18,38.0,24221315.0,406566.0,287624834.0,0.12
By Sex,Female,2021-01-18,45.4,24221315.0,406566.0,287624834.0,0.12
By Sex,Male,2021-01-18,36.4,24221315.0,406566.0,287624834.0,0.12
By Sex,Female,2021-01-18,40.5,24221315.0,406566.0,287624834.0,0.12
By Sex,Male,2021-01-18,30.7,24221315.0,406566.0,287624834.0,0.12
By Sex,Female,2021-01-18,30.6,24221315.0,406566.0,287624834.0,0.12
By Sex,Male,2021-01-18,25.9,24221315.0,406566.0,287624834.0,0.12
By Age,50 - 59 years,2021-01-18,36.0,24221315.0,406566.0,287624834.0,0.12
By Age,40 - 49 years,2021-01-18,40.0,24221315.0,406566.0,287624834.0,0.12
By Age,30 - 39 years,2021-01-18,40.0,24221315.0,406566.0,287624834.0,0.12
By Age,80 years and above,2021-01-18,18.4,24221315.0,406566.0,287624834.0,0.12
By Age,70 - 79 years,2021-01-18,18.7,24221315.0,406566.0,287624834.0,0.12
By Age,60 - 69 years,2021-01-18,22.3,24221315.0,406566.0,287624834.0,0.12
By Age,50 - 59 years,2021-01-18,27.1,24221315.0,406566.0,287624834.0,0.12
By State,Louisiana,2021-01-18,30.4,24221315.0,406566.0,287624834.0,0.12
By Age,18 - 29 years,2021-01-18,41.1,24221315.0,406566.0,287624834.0,0.12
By State,Maryland,2021-01-18,27.4,24221315.0,406566.0,287624834.0,0.12
By State,Massachusetts,2021-01-18,24.2,24221315.0,406566.0,287624834.0,0.12
By State,Minnesota,2021-01-18,21.5,24221315.0,406566.0,287624834.0,0.12
By State,Kentucky,2021-01-18,35.8,24221315.0,406566.0,287624834.0,0.12
By State,Louisiana,2021-01-18,38.4,24221315.0,406566.0,287624834.0,0.12
By State,Maine,2021-01-18,34.8,24221315.0,406566.0,287624834.0,0.12
By State,Maryland,2021-01-18,32.9,24221315.0,406566.0,287624834.0,0.12
By State,Massachusetts,2021-01-18,34.9,24221315.0,406566.0,287624834.0,0.12
By State,Michigan,2021-01-18,38.6,24221315.0,406566.0,287624834.0,0.12
By State,Minnesota,2021-01-18,30.8,24221315.0,406566.0,287624834.0,0.12
By State,Mississippi,2021-01-18,49.2,24221315.0,406566.0,287624834.0,0.12
By State,Missouri,2021-01-18,36.4,24221315.0,406566.0,287624834.0,0.12
By State,Montana,2021-01-18,32.3,24221315.0,406566.0,287624834.0,0.12
By State,Nebraska,2021-01-18,31.7,24221315.0,406566.0,287624834.0,0.12
By State,Nevada,2021-01-18,34.9,24221315.0,406566.0,287624834.0,0.12
By State,New Hampshire,2021-01-18,33.7,24221315.0,406566.0,287624834.0,0.12
By State,New Jersey,2021-01-18,34.2,24221315.0,406566.0,287624834.0,0.12
By State,New Mexico,2021-01-18,33.6,24221315.0,406566.0,287624834.0,0.12
By State,New York,2021-01-18,33.8,24221315.0,406566.0,287624834.0,0.12
By State,North Dakota,2021-01-18,30.9,24221315.0,406566.0,287624834.0,0.12
By State,Oregon,2021-01-18,39.2,24221315.0,406566.0,287624834.0,0.12
By State,Rhode Island,2021-01-18,39.4,24221315.0,406566.0,287624834.0,0.12
By State,South Dakota,2021-01-18,29.2,24221315.0,406566.0,287624834.0,0.12
By State,Vermont,2021-01-18,30.6,24221315.0,406566.0,287624834.0,0.12
By State,Virginia,2021-01-18,37.1,24221315.0,406566.0,287624834.0,0.12
By State,Washington,2021-01-18,37.9,24221315.0,406566.0,287624834.0,0.12
By State,West Virginia,2021-01-18,41.6,24221315.0,406566.0,287624834.0,0.12
By State,Wisconsin,2021-01-18,31.4,24221315.0,406566.0,287624834.0,0.12
By State,Wyoming,2021-01-18,35.1,24221315.0,406566.0,287624834.0,0.12
By State,Alaska,2021-01-18,41.5,24221315.0,406566.0,287624834.0,0.12
By State,Arizona,2021-01-18,38.4,24221315.0,406566.0,287624834.0,0.12
By State,Arkansas,2021-01-18,41.1,24221315.0,406566.0,287624834.0,0.12
By State,Kansas,2021-01-18,33.9,24221315.0,406566.0,287624834.0,0.12
By State,Mississippi,2021-01-18,52.3,24221315.0,406566.0,287624834.0,0.12
By State,Illinois,2021-01-18,35.6,24221315.0,406566.0,287624834.0,0.12
By State,Georgia,2021-01-18,37.3,24221315.0,406566.0,287624834.0,0.12
By State,Mississippi,2021-01-18,37.5,24221315.0,406566.0,287624834.0,0.12
By State,Missouri,2021-01-18,31.9,24221315.0,406566.0,287624834.0,0.12
By State,Nebraska,2021-01-18,26.1,24221315.0,406566.0,287624834.0,0.12
By State,New Jersey,2021-01-18,27.3,24221315.0,406566.0,287624834.0,0.12
By State,New Mexico,2021-01-18,27.4,24221315.0,406566.0,287624834.0,0.12
By State,New York,2021-01-18,25.0,24221315.0,406566.0,287624834.0,0.12
By State,North Dakota,2021-01-18,26.7,24221315.0,406566.0,287624834.0,0.12
By State,Ohio,2021-01-18,31.1,24221315.0,406566.0,287624834.0,0.12
By State,Oklahoma,2021-01-18,29.7,24221315.0,406566.0,287624834.0,0.12
By State,Oregon,2021-01-18,30.1,24221315.0,406566.0,287624834.0,0.12
By State,Pennsylvania,2021-01-18,30.4,24221315.0,406566.0,287624834.0,0.12
By State,Rhode Island,2021-01-18,34.9,24221315.0,406566.0,287624834.0,0.12
By State,South Carolina,2021-01-18,29.2,24221315.0,406566.0,287624834.0,0.12
By State,South Dakota,2021-01-18,26.2,24221315.0,406566.0,287624834.0,0.12
By State,Tennessee,2021-01-18,29.4,24221315.0,406566.0,287624834.0,0.12
By State,Texas,2021-01-18,27.6,24221315.0,406566.0,287624834.0,0.12
By State,Utah,2021-01-18,29.5,24221315.0,406566.0,287624834.0,0.12
By State,Vermont,2021-01-18,22.0,24221315.0,406566.0,287624834.0,0.12
By State,Virginia,2021-01-18,28.6,24221315.0,406566.0,287624834.0,0.12
By State,Washington,2021-01-18,30.1,24221315.0,406566.0,287624834.0,0.12
By State,Wyoming,2021-01-18,26.2,24221315.0,406566.0,287624834.0,0.12
By State,Alabama,2021-01-18,36.8,24221315.0,406566.0,287624834.0,0.12
By State,Alaska,2021-01-18,36.2,24221315.0,406566.0,287624834.0,0.12
By State,Arkansas,2021-01-18,37.6,24221315.0,406566.0,287624834.0,0.12
By State,California,2021-01-18,39.9,24221315.0,406566.0,287624834.0,0.12
By State,Colorado,2021-01-18,36.6,24221315.0,406566.0,287624834.0,0.12
By State,Connecticut,2021-01-18,35.3,24221315.0,406566.0,287624834.0,0.12
By State,Delaware,2021-01-18,34.7,24221315.0,406566.0,287624834.0,0.12
By State,District of Columbia,2021-01-18,34.4,24221315.0,406566.0,287624834.0,0.12
By State,Idaho,2021-01-18,34.0,24221315.0,406566.0,287624834.0,0.12
By State,Missouri,2021-01-18,43.7,24221315.0,406566.0,287624834.0,0.12
By State,Montana,2021-01-18,35.7,24221315.0,406566.0,287624834.0,0.12
By State,Nebraska,2021-01-18,38.5,24221315.0,406566.0,287624834.0,0.12
By Age,80 years and above,2021-01-18,20.3,24221315.0,406566.0,287624834.0,0.12
By Age,18 - 29 years,2021-01-18,53.5,24221315.0,406566.0,287624834.0,0.12
By Age,30 - 39 years,2021-01-18,45.8,24221315.0,406566.0,287624834.0,0.12
By Age,40 - 49 years,2021-01-18,43.9,24221315.0,406566.0,287624834.0,0.12
By Age,50 - 59 years,2021-01-18,40.6,24221315.0,406566.0,287624834.0,0.12
By Age,60 - 69 years,2021-01-18,34.1,24221315.0,406566.0,287624834.0,0.12
By Age,80 years and above,2021-01-18,27.3,24221315.0,406566.0,287624834.0,0.12
By Age,60 - 69 years,2021-01-18,29.6,24221315.0,406566.0,287624834.0,0.12
By State,California,2021-01-18,45.4,24221315.0,406566.0,287624834.0,0.12
By State,Wyoming,2021-01-18,37.9,24221315.0,406566.0,287624834.0,0.12
By State,Washington,2021-01-18,44.1,24221315.0,406566.0,287624834.0,0.12
By State,Virginia,2021-01-18,41.4,24221315.0,406566.0,287624834.0,0.12
By State,Connecticut,2021-01-18,39.5,24221315.0,406566.0,287624834.0,0.12
By State,Utah,2021-01-18,42.8,24221315.0,406566.0,287624834.0,0.12
By State,Texas,2021-01-18,39.0,24221315.0,406566.0,287624834.0,0.12
By State,South Dakota,2021-01-18,34.0,24221315.0,406566.0,287624834.0,0.12
By State,Nevada,2021-01-18,41.7,24221315.0,406566.0,287624834.0,0.12
By State,New Jersey,2021-01-18,39.4,24221315.0,406566.0,287624834.0,0.12
By State,New Mexico,2021-01-18,38.9,24221315.0,406566.0,287624834.0,0.12
By State,North Dakota,2021-01-18,35.6,24221315.0,406566.0,287624834.0,0.12
By State,Ohio,2021-01-18,41.4,24221315.0,406566.0,287624834.0,0.12
By State,Oklahoma,2021-01-18,42.8,24221315.0,406566.0,287624834.0,0.12
By State,Oregon,2021-01-18,44.3,24221315.0,406566.0,287624834.0,0.12
By State,Pennsylvania,2021-01-18,41.3,24221315.0,406566.0,287624834.0,0.12
By State,Vermont,2021-01-18,35.2,24221315.0,406566.0,287624834.0,0.12
By State,South Carolina,2021-01-18,42.0,24221315.0,406566.0,287624834.0,0.12
By State,Florida,2021-02-01,40.8,26430576.0,451276.0,310299412.0,0.093
By State,Georgia,2021-02-01,44.3,26430576.0,451276.0,310299412.0,0.093
By State,Hawaii,2021-02-01,37.6,26430576.0,451276.0,310299412.0,0.093
By State,Maine,2021-02-01,37.5,26430576.0,451276.0,310299412.0,0.093
By State,Indiana,2021-02-01,42.2,26430576.0,451276.0,310299412.0,0.093
By State,Kentucky,2021-02-01,43.6,26430576.0,451276.0,310299412.0,0.093
By State,Louisiana,2021-02-01,47.5,26430576.0,451276.0,310299412.0,0.093
By State,Illinois,2021-02-01,38.5,26430576.0,451276.0,310299412.0,0.093
By State,District of Columbia,2021-02-01,43.7,26430576.0,451276.0,310299412.0,0.093
By State,Alaska,2021-02-01,43.1,26430576.0,451276.0,310299412.0,0.093
By State,Colorado,2021-02-01,41.4,26430576.0,451276.0,310299412.0,0.093
By State,Arkansas,2021-02-01,40.0,26430576.0,451276.0,310299412.0,0.093
By State,Arizona,2021-02-01,40.8,26430576.0,451276.0,310299412.0,0.093
By State,Massachusetts,2021-02-01,42.2,26430576.0,451276.0,310299412.0,0.093
By State,Alabama,2021-02-01,43.4,26430576.0,451276.0,310299412.0,0.093
By State,Wyoming,2021-02-01,32.5,26430576.0,451276.0,310299412.0,0.093
By State,West Virginia,2021-02-01,34.7,26430576.0,451276.0,310299412.0,0.093
By State,Washington,2021-02-01,41.0,26430576.0,451276.0,310299412.0,0.093
By State,Virginia,2021-02-01,32.7,26430576.0,451276.0,310299412.0,0.093
By State,Vermont,2021-02-01,32.4,26430576.0,451276.0,310299412.0,0.093
By State,Delaware,2021-02-01,32.8,26430576.0,451276.0,310299412.0,0.093
By State,Michigan,2021-02-01,39.9,26430576.0,451276.0,310299412.0,0.093
By State,New Hampshire,2021-02-01,37.7,26430576.0,451276.0,310299412.0,0.093
By State,Missouri,2021-02-01,39.0,26430576.0,451276.0,310299412.0,0.093
By State,Wyoming,2021-02-01,40.2,26430576.0,451276.0,310299412.0,0.093
By State,Wisconsin,2021-02-01,36.4,26430576.0,451276.0,310299412.0,0.093
By State,West Virginia,2021-02-01,41.8,26430576.0,451276.0,310299412.0,0.093
By State,Washington,2021-02-01,46.3,26430576.0,451276.0,310299412.0,0.093
By State,Utah,2021-02-01,40.9,26430576.0,451276.0,310299412.0,0.093
By State,Texas,2021-02-01,43.4,26430576.0,451276.0,310299412.0,0.093
By State,Tennessee,2021-02-01,43.5,26430576.0,451276.0,310299412.0,0.093
By State,South Dakota,2021-02-01,29.1,26430576.0,451276.0,310299412.0,0.093
By State,South Carolina,2021-02-01,37.6,26430576.0,451276.0,310299412.0,0.093
By State,Rhode Island,2021-02-01,41.5,26430576.0,451276.0,310299412.0,0.093
By State,Pennsylvania,2021-02-01,39.8,26430576.0,451276.0,310299412.0,0.093
By State,Oregon,2021-02-01,42.0,26430576.0,451276.0,310299412.0,0.093
By State,Oklahoma,2021-02-01,47.5,26430576.0,451276.0,310299412.0,0.093
By State,North Dakota,2021-02-01,28.8,26430576.0,451276.0,310299412.0,0.093
By State,North Carolina,2021-02-01,44.7,26430576.0,451276.0,310299412.0,0.093
By State,New York,2021-02-01,35.8,26430576.0,451276.0,310299412.0,0.093
By State,New Mexico,2021-02-01,43.3,26430576.0,451276.0,310299412.0,0.093
By State,New Jersey,2021-02-01,42.2,26430576.0,451276.0,310299412.0,0.093
By State,Nevada,2021-02-01,41.4,26430576.0,451276.0,310299412.0,0.093
By State,Nebraska,2021-02-01,33.8,26430576.0,451276.0,310299412.0,0.093
By State,Montana,2021-02-01,35.1,26430576.0,451276.0,310299412.0,0.093
By State,Mississippi,2021-02-01,42.7,26430576.0,451276.0,310299412.0,0.093
By State,Tennessee,2021-02-01,38.5,26430576.0,451276.0,310299412.0,0.093
By State,Pennsylvania,2021-02-01,35.1,26430576.0,451276.0,310299412.0,0.093
By State,Oregon,2021-02-01,36.5,26430576.0,451276.0,310299412.0,0.093
By State,Oklahoma,2021-02-01,32.1,26430576.0,451276.0,310299412.0,0.093
By State,Ohio,2021-02-01,29.6,26430576.0,451276.0,310299412.0,0.093
By State,North Dakota,2021-02-01,18.5,26430576.0,451276.0,310299412.0,0.093
By State,New York,2021-02-01,25.1,26430576.0,451276.0,310299412.0,0.093
By State,New Mexico,2021-02-01,30.3,26430576.0,451276.0,310299412.0,0.093
By State,New Hampshire,2021-02-01,25.2,26430576.0,451276.0,310299412.0,0.093
By State,Missouri,2021-02-01,26.9,26430576.0,451276.0,310299412.0,0.093
By State,Mississippi,2021-02-01,27.0,26430576.0,451276.0,310299412.0,0.093
By State,Minnesota,2021-02-01,24.7,26430576.0,451276.0,310299412.0,0.093
By State,Michigan,2021-02-01,30.1,26430576.0,451276.0,310299412.0,0.093
By State,Massachusetts,2021-02-01,27.0,26430576.0,451276.0,310299412.0,0.093
By State,Oregon,2021-02-01,28.5,26430576.0,451276.0,310299412.0,0.093
By State,Maryland,2021-02-01,27.1,26430576.0,451276.0,310299412.0,0.093
By State,Louisiana,2021-02-01,34.0,26430576.0,451276.0,310299412.0,0.093
By State,Kentucky,2021-02-01,30.5,26430576.0,451276.0,310299412.0,0.093
By State,Kansas,2021-02-01,24.6,26430576.0,451276.0,310299412.0,0.093
By State,Idaho,2021-02-01,28.1,26430576.0,451276.0,310299412.0,0.093
By State,Hawaii,2021-02-01,26.3,26430576.0,451276.0,310299412.0,0.093
By State,Georgia,2021-02-01,31.1,26430576.0,451276.0,310299412.0,0.093
By State,Florida,2021-02-01,26.3,26430576.0,451276.0,310299412.0,0.093
By State,District of Columbia,2021-02-01,21.5,26430576.0,451276.0,310299412.0,0.093
By State,Colorado,2021-02-01,26.5,26430576.0,451276.0,310299412.0,0.093
By State,Arkansas,2021-02-01,28.5,26430576.0,451276.0,310299412.0,0.093
By State,Alabama,2021-02-01,32.1,26430576.0,451276.0,310299412.0,0.093
By State,Maine,2021-02-01,24.2,26430576.0,451276.0,310299412.0,0.093
By State,Pennsylvania,2021-02-01,25.4,26430576.0,451276.0,310299412.0,0.093
By State,Rhode Island,2021-02-01,30.3,26430576.0,451276.0,310299412.0,0.093
